s,NOME AGÊNCIA,ENDEREÇO,CIDADE,TIPO,AMBIENTE,ANDAR,CAPACIDADE,QUANTIDADE,MANTENEDORA,VENCIMENTO RECARGA,TESTE HIDROSTÁTICO,MEMORIAL
22199,PA SHOP ITAIGARA SALVADOR-BA,AV ANTONIO CARLOS MAGALHAES 1034 LJ 1 A A 3 A 56,SALVADOR,PÓ QUIMICO,GERÊNCIA,1º ANDAR,4KG,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
22199,PA SHOP ITAIGARA SALVADOR-BA,AV ANTONIO CARLOS MAGALHAES 1034 LJ 1 A A 3 A 56,SALVADOR,PÓ QUIMICO,GERÊNCIA,1º ANDAR,6KG,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
22199,PA SHOP ITAIGARA SALVADOR-BA,AV ANTONIO CARLOS MAGALHAES 1034 LJ 1 A A 3 A 56,SALVADOR,H²O,GERÊNCIA,1º ANDAR,10L,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
22199,PA SHOP ITAIGARA SALVADOR-BA,AV ANTONIO CARLOS MAGALHAES 1034 LJ 1 A A 3 A 56,SALVADOR,H²O,RETAGUARDA,1º ANDAR,10L,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
22199,PA SHOP ITAIGARA SALVADOR-BA,AV ANTONIO CARLOS MAGALHAES 1034 LJ 1 A A 3 A 56,SALVADOR,H²O,RETAGUARDA,1º ANDAR,10L,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
22199,PA SHOP ITAIGARA SALVADOR-BA,AV ANTONIO CARLOS MAGALHAES 1034 LJ 1 A A 3 A 56,SALVADOR,PÓ QUIMICO,RETAGUARDA,1º ANDAR,6KG,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
22199,PA SHOP ITAIGARA SALVADOR-BA,AV ANTONIO CARLOS MAGALHAES 1034 LJ 1 A A 3 A 56,SALVADOR,PÓ QUIMICO,RETAGUARDA,1º ANDAR,6KG,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
22199,PA SHOP ITAIGARA SALVADOR-BA,AV ANTONIO CARLOS MAGALHAES 1034 LJ 1 A A 3 A 56,SALVADOR,PÓ QUIMICO,ATM,1º ANDAR,4KG,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
22352,PA SR PASSOS-F.SANTANA-BA,AV SENHOR DOS PASSOS 1144 E 1554,FEIRA DE SANTANA,MANGUEIRA,ATM,1º ANDAR,15M,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
22352,PA SR PASSOS-F.SANTANA-BA,AV SENHOR DOS PASSOS 1144 E 1554,FEIRA DE SANTANA,PÓ QUIMICO,GERÊNCIA,1º ANDAR,6KG,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
22352,PA SR PASSOS-F.SANTANA-BA,AV SENHOR DOS PASSOS 1144 E 1554,FEIRA DE SANTANA,PÓ QUIMICO,GERÊNCIA,1º ANDAR,4KG,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
22352,PA SR PASSOS-F.SANTANA-BA,AV SENHOR DOS PASSOS 1144 E 1554,FEIRA DE SANTANA,PÓ QUIMICO,GERÊNCIA,1º ANDAR,4KG,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
22352,PA SR PASSOS-F.SANTANA-BA,AV SENHOR DOS PASSOS 1144 E 1554,FEIRA DE SANTANA,H²O,GERÊNCIA,1º ANDAR,10L,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
22352,PA SR PASSOS-F.SANTANA-BA,AV SENHOR DOS PASSOS 1144 E 1554,FEIRA DE SANTANA,H²O,GERÊNCIA,1º ANDAR,10L,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
22352,PA SR PASSOS-F.SANTANA-BA,AV SENHOR DOS PASSOS 1144 E 1554,FEIRA DE SANTANA,MANGUEIRA,GERÊNCIA,1º ANDAR,15M,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
22352,PA SR PASSOS-F.SANTANA-BA,AV SENHOR DOS PASSOS 1144 E 1554,FEIRA DE SANTANA,H²O,RETAGUARDA,1º ANDAR,10L,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
22352,PA SR PASSOS-F.SANTANA-BA,AV SENHOR DOS PASSOS 1144 E 1554,FEIRA DE SANTANA,PÓ QUIMICO,RETAGUARDA,1º ANDAR,4KG,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
22352,PA SR PASSOS-F.SANTANA-BA,AV SENHOR DOS PASSOS 1144 E 1554,FEIRA DE SANTANA,PÓ QUIMICO,RETAGUARDA,1º ANDAR,6KG,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
22352,PA SR PASSOS-F.SANTANA-BA,AV SENHOR DOS PASSOS 1144 E 1554,FEIRA DE SANTANA,PÓ QUIMICO,SALA TÉCNICA,1º ANDAR,4KG,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
22352,PA SR PASSOS-F.SANTANA-BA,AV SENHOR DOS PASSOS 1144 E 1554,FEIRA DE SANTANA,H²O,FINANCEIRA,1º ANDAR,10L,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
22352,PA SR PASSOS-F.SANTANA-BA,AV SENHOR DOS PASSOS 1144 E 1554,FEIRA DE SANTANA,PÓ QUIMICO,FINANCEIRA,1º ANDAR,6KG,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
22352,PA SR PASSOS-F.SANTANA-BA,AV SENHOR DOS PASSOS 1144 E 1554,FEIRA DE SANTANA,MANGUEIRA,FINANCEIRA,1º ANDAR,15M,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
22352,PA SR PASSOS-F.SANTANA-BA,AV SENHOR DOS PASSOS 1144 E 1554,FEIRA DE SANTANA,PÓ QUIMICO,NUCLEO,1º ANDAR,6KG,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
22352,PA SR PASSOS-F.SANTANA-BA,AV SENHOR DOS PASSOS 1144 E 1554,FEIRA DE SANTANA,PÓ QUIMICO,NUCLEO,1º ANDAR,6KG,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
22156,PA VITORIA DA CONQUISTA,R ORLANDO FLORES 2 2,VITORIA DA CONQUISTA,PO ABC,AUTO ATENDIMENTO,1° ANDAR,4KG,1,LACORTH,11/01/2020,01/10/2020,NÃO ENCONTRADO
22156,PA VITORIA DA CONQUISTA,R ORLANDO FLORES 2 2,VITORIA DA CONQUISTA,PO ABC,AUTO ATENDIMENTO,1° ANDAR,4KG,1,LACORTH,11/01/2020,01/10/2020,NÃO ENCONTRADO
22156,PA VITORIA DA CONQUISTA,R ORLANDO FLORES 2 2,VITORIA DA CONQUISTA,PO ABC,COPA,1° ANDAR,4KG,1,LACORTH,11/01/2020,01/10/2020,NÃO ENCONTRADO
22156,PA VITORIA DA CONQUISTA,R ORLANDO FLORES 2 2,VITORIA DA CONQUISTA,CO²,SALA ONLINE,1° ANDAR,6KG,1,LACORTH,11/01/2020,01/10/2020,NÃO ENCONTRADO
22156,PA VITORIA DA CONQUISTA,R ORLANDO FLORES 2 2,VITORIA DA CONQUISTA,CO²,RETAGUARDA,1° ANDAR,6KG,1,LACORTH,11/01/2020,01/10/2020,NÃO ENCONTRADO
13747,PITUBA-SALVADOR-BA,AV MANOEL DIAS DA SILVA 1502,SALVADOR,PÓ QUIMICO,CASA DE MAQUINAS,1° ANDAR,6kg,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13747,PITUBA-SALVADOR-BA,AV MANOEL DIAS DA SILVA 1502,SALVADOR,PÓ QUIMICO,CASA DE MAQUINAS,1° ANDAR,6kg,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13747,PITUBA-SALVADOR-BA,AV MANOEL DIAS DA SILVA 1502,SALVADOR,H²O,CASA DE MAQUINAS,1° ANDAR,10L,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13747,PITUBA-SALVADOR-BA,AV MANOEL DIAS DA SILVA 1502,SALVADOR,H²O,GERENCIA,1° ANDAR,10L,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13747,PITUBA-SALVADOR-BA,AV MANOEL DIAS DA SILVA 1502,SALVADOR,PÓ QUIMICO,GERENCIA,1° ANDAR,6kg,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13747,PITUBA-SALVADOR-BA,AV MANOEL DIAS DA SILVA 1502,SALVADOR,H²O,VAN GOGH,1° ANDAR,10L,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13747,PITUBA-SALVADOR-BA,AV MANOEL DIAS DA SILVA 1502,SALVADOR,PÓ QUIMICO,VAN GOGH,1° ANDAR,6kg,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13747,PITUBA-SALVADOR-BA,AV MANOEL DIAS DA SILVA 1502,SALVADOR,PÓ QUIMICO,POLO,1° ANDAR,6kg,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13747,PITUBA-SALVADOR-BA,AV MANOEL DIAS DA SILVA 1502,SALVADOR,PÓ QUIMICO,POLO,1° ANDAR,6kg,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13747,PITUBA-SALVADOR-BA,AV MANOEL DIAS DA SILVA 1502,SALVADOR,H²O,POLO,1° ANDAR,10L,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13747,PITUBA-SALVADOR-BA,AV MANOEL DIAS DA SILVA 1502,SALVADOR,PÓ QUIMICO,CAIXA,1° ANDAR,6kg,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13747,PITUBA-SALVADOR-BA,AV MANOEL DIAS DA SILVA 1502,SALVADOR,PÓ QUIMICO,CAIXA,1° ANDAR,6kg,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13747,PITUBA-SALVADOR-BA,AV MANOEL DIAS DA SILVA 1502,SALVADOR,PÓ QUIMICO,CAIXA,1° ANDAR,6kg,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13747,PITUBA-SALVADOR-BA,AV MANOEL DIAS DA SILVA 1502,SALVADOR,H²O,CAIXA,1° ANDAR,10L,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13747,PITUBA-SALVADOR-BA,AV MANOEL DIAS DA SILVA 1502,SALVADOR,PÓ QUIMICO,CAIXA,1° ANDAR,6kg,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13747,PITUBA-SALVADOR-BA,AV MANOEL DIAS DA SILVA 1502,SALVADOR,H²O,CAIXA,1° ANDAR,10L,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13747,PITUBA-SALVADOR-BA,AV MANOEL DIAS DA SILVA 1502,SALVADOR,H²O,GERENCIA,1° ANDAR,10L,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13747,PITUBA-SALVADOR-BA,AV MANOEL DIAS DA SILVA 1502,SALVADOR,PÓ QUIMICO,GERENCIA,1° ANDAR,6kg,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
14827,PLAT. CORPORATE SALVADOR,AV TANCREDO NEVES 1189 MESANINO,SALVADOR,CO²,ATM,1° ANDAR,6KG,1,LACORTH,07/01/2015,01/05/2015,NÃO ENCONTRADO
14827,PLAT. CORPORATE SALVADOR,AV TANCREDO NEVES 1189 MESANINO,SALVADOR,PO BC,ATM,1° ANDAR,4KG,1,LACORTH,07/01/2015,01/05/2015,NÃO ENCONTRADO
14827,PLAT. CORPORATE SALVADOR,AV TANCREDO NEVES 1189 MESANINO,SALVADOR,PO BC,POLO,1° ANDAR,4KG,1,LACORTH,07/01/2015,01/05/2015,NÃO ENCONTRADO
14827,PLAT. CORPORATE SALVADOR,AV TANCREDO NEVES 1189 MESANINO,SALVADOR,PO BC,POLO,1° ANDAR,4KG,1,LACORTH,07/01/2015,01/05/2015,NÃO ENCONTRADO
14827,PLAT. CORPORATE SALVADOR,AV TANCREDO NEVES 1189 MESANINO,SALVADOR,CO²,SALAO DE ATENDIMENTO,1° ANDAR,6KG,1,LACORTH,07/01/2015,01/05/2015,NÃO ENCONTRADO
14827,PLAT. CORPORATE SALVADOR,AV TANCREDO NEVES 1189 MESANINO,SALVADOR,CO²,SALAO DE ATENDIMENTO,1° ANDAR,6KG,1,LACORTH,07/01/2015,01/05/2015,NÃO ENCONTRADO
14827,PLAT. CORPORATE SALVADOR,AV TANCREDO NEVES 1189 MESANINO,SALVADOR,PO BC,SALA TECNICA,1° ANDAR,4KG,1,LACORTH,07/01/2015,01/05/2015,NÃO ENCONTRADO
14827,PLAT. CORPORATE SALVADOR,AV TANCREDO NEVES 1189 MESANINO,SALVADOR,CO²,SALA TECNICA,1° ANDAR,6KG,1,LACORTH,07/01/2015,01/05/2015,NÃO ENCONTRADO
14827,PLAT. CORPORATE SALVADOR,AV TANCREDO NEVES 1189 MESANINO,SALVADOR,CO²,SALA TECNICA,1° ANDAR,6KG,1,LACORTH,07/01/2015,01/05/2015,NÃO ENCONTRADO
14827,PLAT. CORPORATE SALVADOR,AV TANCREDO NEVES 1189 MESANINO,SALVADOR,CO²,SALA TECNICA,1° ANDAR,6KG,1,LACORTH,07/01/2015,01/05/2015,NÃO ENCONTRADO
14827,PLAT. CORPORATE SALVADOR,AV TANCREDO NEVES 1189 MESANINO,SALVADOR,PO BC,SALA TECNICA,1° ANDAR,4KG,1,LACORTH,07/01/2015,01/05/2015,NÃO ENCONTRADO
13670,SALVADOR-IGUATEMI,AV ANTONIO CARLOS MAGALHAES 3305 LOJA,SALVADOR,H²O,GERENCIA,1° ANDAR,10L,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13670,SALVADOR-IGUATEMI,AV ANTONIO CARLOS MAGALHAES 3305 LOJA,SALVADOR,PÓ QUIMICO,GERENCIA,1° ANDAR,4KG,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13670,SALVADOR-IGUATEMI,AV ANTONIO CARLOS MAGALHAES 3305 LOJA,SALVADOR,H²O,BACK OFFICE,1° ANDAR,10L,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13670,SALVADOR-IGUATEMI,AV ANTONIO CARLOS MAGALHAES 3305 LOJA,SALVADOR,PÓ QUIMICO,BACK OFFICE,1° ANDAR,4KG,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13670,SALVADOR-IGUATEMI,AV ANTONIO CARLOS MAGALHAES 3305 LOJA,SALVADOR,PÓ QUIMICO,RETAGUARDA,1° ANDAR,6kg,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13670,SALVADOR-IGUATEMI,AV ANTONIO CARLOS MAGALHAES 3305 LOJA,SALVADOR,H²O,RETAGUARDA,1° ANDAR,10L,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13670,SALVADOR-IGUATEMI,AV ANTONIO CARLOS MAGALHAES 3305 LOJA,SALVADOR,H²O,CAIXA,1° ANDAR,10L,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13670,SALVADOR-IGUATEMI,AV ANTONIO CARLOS MAGALHAES 3305 LOJA,SALVADOR,PÓ QUIMICO,CAIXA,1° ANDAR,4KG,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13670,SALVADOR-IGUATEMI,AV ANTONIO CARLOS MAGALHAES 3305 LOJA,SALVADOR,H²O,CAIXA,1° ANDAR,10L,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13670,SALVADOR-IGUATEMI,AV ANTONIO CARLOS MAGALHAES 3305 LOJA,SALVADOR,PÓ QUIMICO,CAIXA,1° ANDAR,4KG,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13670,SALVADOR-IGUATEMI,AV ANTONIO CARLOS MAGALHAES 3305 LOJA,SALVADOR,PÓ QUIMICO,SALA TECNICA,1° ANDAR,4KG,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13670,SALVADOR-IGUATEMI,AV ANTONIO CARLOS MAGALHAES 3305 LOJA,SALVADOR,H²O,SALA TECNICA,1° ANDAR,10L,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13670,SALVADOR-IGUATEMI,AV ANTONIO CARLOS MAGALHAES 3305 LOJA,SALVADOR,PÓ QUIMICO,SALA TECNICA,1° ANDAR,6kg,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
13670,SALVADOR-IGUATEMI,AV ANTONIO CARLOS MAGALHAES 3305 LOJA,SALVADOR,PÓ QUIMICO,AUTO ATENDIMENTO,1° ANDAR,4KG,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
11838,SELECT C ARVORES-SALVADOR,AV TANCREDO NEVES 1393,SALVADOR,CO²,SALA TECNICA,1° ANDAR,6KG,1,LACORTH,09/01/2020,01/08/2020,NÃO ENCONTRADO
11838,SELECT C ARVORES-SALVADOR,AV TANCREDO NEVES 1393,SALVADOR,CO²,SALA TECNICA,1° ANDAR,6KG,1,LACORTH,09/01/2020,01/08/2020,NÃO ENCONTRADO
11838,SELECT C ARVORES-SALVADOR,AV TANCREDO NEVES 1393,SALVADOR,PO BC,GERENCIA,1° ANDAR,6KG,1,LACORTH,09/01/2020,01/08/2020,NÃO ENCONTRADO
11838,SELECT C ARVORES-SALVADOR,AV TANCREDO NEVES 1393,SALVADOR,H²O,GERENCIA,1° ANDAR,10L,1,LACORTH,09/01/2020,01/08/2020,NÃO ENCONTRADO
11838,SELECT C ARVORES-SALVADOR,AV TANCREDO NEVES 1393,SALVADOR,CO²,GERENCIA,1° ANDAR,6KG,1,LACORTH,09/01/2020,01/08/2020,NÃO ENCONTRADO
11838,SELECT C ARVORES-SALVADOR,AV TANCREDO NEVES 1393,SALVADOR,CO²,GERENCIA,1° ANDAR,6KG,1,LACORTH,09/01/2020,01/08/2020,NÃO ENCONTRADO
11838,SELECT C ARVORES-SALVADOR,AV TANCREDO NEVES 1393,SALVADOR,PO BC,GERENCIA,1° ANDAR,6KG,1,LACORTH,09/01/2020,01/08/2020,NÃO ENCONTRADO
11838,SELECT C ARVORES-SALVADOR,AV TANCREDO NEVES 1393,SALVADOR,PO BC,ATM,1° ANDAR,6KG,1,LACORTH,09/01/2020,01/08/2020,NÃO ENCONTRADO
11838,SELECT C ARVORES-SALVADOR,AV TANCREDO NEVES 1393,SALVADOR,H²O,ATM,1° ANDAR,10L,1,LACORTH,09/01/2020,01/08/2020,NÃO ENCONTRADO
11838,SELECT C ARVORES-SALVADOR,AV TANCREDO NEVES 1393,SALVADOR,H²O,POLO,1° ANDAR,10L,1,LACORTH,09/01/2020,01/08/2020,NÃO ENCONTRADO
11838,SELECT C ARVORES-SALVADOR,AV TANCREDO NEVES 1393,SALVADOR,PO BC,POLO,1° ANDAR,6KG,1,LACORTH,09/01/2020,01/08/2020,NÃO ENCONTRADO
11838,SELECT C ARVORES-SALVADOR,AV TANCREDO NEVES 1393,SALVADOR,H²O,BACK OFFICE,1° ANDAR,10L,1,LACORTH,09/01/2020,01/08/2020,NÃO ENCONTRADO
11838,SELECT C ARVORES-SALVADOR,AV TANCREDO NEVES 1393,SALVADOR,PO BC,BACK OFFICE,1° ANDAR,6KG,1,LACORTH,09/01/2020,01/08/2020,NÃO ENCONTRADO
11838,SELECT C ARVORES-SALVADOR,AV TANCREDO NEVES 1393,SALVADOR,CO²,CAIXA,1° ANDAR,6KG,1,LACORTH,09/01/2020,01/08/2020,NÃO ENCONTRADO
11838,SELECT C ARVORES-SALVADOR,AV TANCREDO NEVES 1393,SALVADOR,H²O,GERENCIA,1° ANDAR,10L,1,LACORTH,09/01/2020,01/08/2020,NÃO ENCONTRADO
11838,SELECT C ARVORES-SALVADOR,AV TANCREDO NEVES 1393,SALVADOR,CO²,GERENCIA,1° ANDAR,6KG,1,LACORTH,09/01/2020,01/08/2020,NÃO ENCONTRADO
11877,SELECT FEIRA DE SANTANA,AV GETULIO VARGAS 768,FEIRA DE SANTANA,CO²,CASA DE MAQUINAS,1° ANDAR,6KG,1,LACORTH,07/01/2020,01/06/2020,NÃO ENCONTRADO
11751,SELECT PITUBA-SALVADOR,AV MANOEL DIAS DA SILVA 1958,SALVADOR,PÓ QUIMICO,RETAGUARDA,1º ANDAR,4KG,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
11751,SELECT PITUBA-SALVADOR,AV MANOEL DIAS DA SILVA 1958,SALVADOR,H²O,RETAGUARDA,1º ANDAR,10L,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
11751,SELECT PITUBA-SALVADOR,AV MANOEL DIAS DA SILVA 1958,SALVADOR,PÓ QUIMICO,RETAGUARDA,1º ANDAR,6KG,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
11751,SELECT PITUBA-SALVADOR,AV MANOEL DIAS DA SILVA 1958,SALVADOR,PÓ QUIMICO,RETAGUARDA,1º ANDAR,6KG,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
11751,SELECT PITUBA-SALVADOR,AV MANOEL DIAS DA SILVA 1958,SALVADOR,H²O,ATM,1º ANDAR,10L,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
11751,SELECT PITUBA-SALVADOR,AV MANOEL DIAS DA SILVA 1958,SALVADOR,PÓ QUIMICO,GERÊNCIA,1º ANDAR,4KG,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
11751,SELECT PITUBA-SALVADOR,AV MANOEL DIAS DA SILVA 1958,SALVADOR,H²O,GERÊNCIA,1º ANDAR,10L,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
11751,SELECT PITUBA-SALVADOR,AV MANOEL DIAS DA SILVA 1958,SALVADOR,PÓ QUIMICO,GERÊNCIA,1º ANDAR,4KG,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
11751,SELECT PITUBA-SALVADOR,AV MANOEL DIAS DA SILVA 1958,SALVADOR,PÓ QUIMICO,GERÊNCIA,1º ANDAR,6KG,1,LACORTH,02/01/2021,01/02/2021,NÃO ENCONTRADO
11916,SHOP CAJAZEIRAS-SALVADOR-BA,EST DO COQUEIRO GRANDE 1361 LJ 51 52,SALVADOR,CO²,RETAGUARDA,1° ANDAR,6KG,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
11916,SHOP CAJAZEIRAS-SALVADOR-BA,EST DO COQUEIRO GRANDE 1361 LJ 51 52,SALVADOR,H²O,GERENCIA,1° ANDAR,10L,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
11916,SHOP CAJAZEIRAS-SALVADOR-BA,EST DO COQUEIRO GRANDE 1361 LJ 51 52,SALVADOR,PO BC,GERENCIA,1° ANDAR,6KG,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
11916,SHOP CAJAZEIRAS-SALVADOR-BA,EST DO COQUEIRO GRANDE 1361 LJ 51 52,SALVADOR,CO²,ATM,1° ANDAR,6KG,1,LACORTH,01/01/2021,01/12/2020,NÃO ENCONTRADO
14624,URB-JUAZEIRO,PCA DR JOSE IGNACIO DA SILVA 15,JUAZEIRO,H²O,CAIXA,1º ANDAR,10L,1,LACORTH,10/01/2020,01/10/2020,NÃO ENCONTRADO
14624,URB-JUAZEIRO,PCA DR JOSE IGNACIO DA SILVA 15,JUAZEIRO,H²O,GERENCIA,1º ANDAR,10L,1,LACORTH,10/01/2020,01/10/2020,NÃO ENCONTRADO
14624,URB-JUAZEIRO,PCA DR JOSE IGNACIO DA SILVA 15,JUAZEIRO,H²O,GERENCIA,1º ANDAR,10L,1,LACORTH,10/01/2020,01/10/2020,NÃO ENCONTRADO
14624,URB-JUAZEIRO,PCA DR JOSE IGNACIO DA SILVA 15,JUAZEIRO,PÓ QUIMICO,GERENCIA,1º ANDAR,6KG,1,LACORTH,10/01/2020,01/10/2020,NÃO ENCONTRADO
14624,URB-JUAZEIRO,PCA DR JOSE IGNACIO DA SILVA 15,JUAZEIRO,PÓ QUIMICO,RETAGUARDA,1º ANDAR,6KG,1,LACORTH,10/01/2020,01/10/2020,NÃO ENCONTRADO
14624,URB-JUAZEIRO,PCA DR JOSE IGNACIO DA SILVA 15,JUAZEIRO,PÓ QUIMICO,RETAGUARDA,1º ANDAR,6KG,1,LACORTH,10/01/2020,01/10/2020,NÃO ENCONTRADO
14624,URB-JUAZEIRO,PCA DR JOSE IGNACIO DA SILVA 15,JUAZEIRO,PÓ QUIMICO,RETAGUARDA,1º ANDAR,4KG,1,LACORTH,10/01/2020,01/10/2020,NÃO ENCONTRADO
14624,URB-JUAZEIRO,PCA DR JOSE IGNACIO DA SILVA 15,JUAZEIRO,PÓ QUIMICO,RETAGUARDA,1º ANDAR,6KG,1,LACORTH,10/01/2020,01/10/2020,NÃO ENCONTRADO
14624,URB-JUAZEIRO,PCA DR JOSE IGNACIO DA SILVA 15,JUAZEIRO,PÓ QUIMICO,ATM,1º ANDAR,6KG,1,LACORTH,10/01/2020,01/10/2020,NÃO ENCONTRADO
14624,URB-JUAZEIRO,PCA DR JOSE IGNACIO DA SILVA 15,JUAZEIRO,PÓ QUIMICO,ATM,1º ANDAR,6KG,1,LACORTH,10/01/2020,01/10/2020,NÃO ENCONTRADO
14624,URB-JUAZEIRO,PCA DR JOSE IGNACIO DA SILVA 15,JUAZEIRO,H²O,ATM,1º ANDAR,10L,1,LACORTH,10/01/2020,01/10/2020,NÃO ENCONTRADO
10933,VILAS DO ATLANTICO-INT-BA,R PRAIA DE AREMBEPE 33 QD A 001 LT 12,LAURO DE FREITAS,PÓ QUIMICO,SELECT,1º ANDAR,6KG,1,LACORTH,01/01/2021,01/01/2021,NÃO ENCONTRADO
10933,VILAS DO ATLANTICO-INT-BA,R PRAIA DE AREMBEPE 33 QD A 001 LT 12,LAURO DE FREITAS,H²O,SELECT,1º ANDAR,10L,1,LACORTH,01/01/2021,01/01/2021,NÃO ENCONTRADO
10933,VILAS DO ATLANTICO-INT-BA,R PRAIA DE AREMBEPE 33 QD A 001 LT 12,LAURO DE FREITAS,PÓ QUIMICO,SELECT,1º ANDAR,6KG,1,LACORTH,01/01/2021,01/01/2021,NÃO ENCONTRADO
10933,VILAS DO ATLANTICO-INT-BA,R PRAIA DE AREMBEPE 33 QD A 001 LT 12,LAURO DE FREITAS,PÓ QUIMICO,VG,1º ANDAR,4KG,1,LACORTH,01/01/2021,01/01/2021,NÃO ENCONTRADO
10933,VILAS DO ATLANTICO-INT-BA,R PRAIA DE AREMBEPE 33 QD A 001 LT 12,LAURO DE FREITAS,H²O,VG,1º ANDAR,10L,1,LACORTH,01/01/2021,01/01/2021,NÃO ENCONTRADO
10933,VILAS DO ATLANTICO-INT-BA,R PRAIA DE AREMBEPE 33 QD A 001 LT 12,LAURO DE FREITAS,PÓ QUIMICO,RETAGUARDA,1º ANDAR,4KG,1,LACORTH,01/01/2021,01/01/2021,NÃO ENCONTRADO
10933,VILAS DO ATLANTICO-INT-BA,R PRAIA DE AREMBEPE 33 QD A 001 LT 12,LAURO DE FREITAS,PÓ QUIMICO,RETAGUARDA,1º ANDAR,10L,1,LACORTH,01/01/2021,01/01/2021,NÃO ENCONTRADO
